ICD10,PHECODE,Exl. Phecodes,Excl. Phenotypes
D01,159,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
D01.0,153.2,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
D01.1,153.3,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
D01.2,153.3,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
D01.3,153.3,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon
D01.4,159.2,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
D01.5,155,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
D01.7,159,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
D01.9,159,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract
D02.0,149.4,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D02.1,165,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
D02.2,165.1,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
D02.3,165,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
D02.4,165,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs
D03,172.11,172-173.99,Malignant neoplasm of skin
D03.0,172.11,172-173.99,Malignant neoplasm of skin
D03.1,172.11,172-173.99,Malignant neoplasm of skin
D03.2,172.11,172-173.99,Malignant neoplasm of skin
D03.3,172.11,172-173.99,Malignant neoplasm of skin
D03.4,172.11,172-173.99,Malignant neoplasm of skin
D03.5,172.11,172-173.99,Malignant neoplasm of skin
D03.6,172.11,172-173.99,Malignant neoplasm of skin
D03.7,172.11,172-173.99,Malignant neoplasm of skin
D03.8,172.11,172-173.99,Malignant neoplasm of skin
D03.9,172.11,172-173.99,Malignant neoplasm of skin
D04,172.3,172-173.99,Malignant neoplasm of skin
D04.0,172.3,172-173.99,Malignant neoplasm of skin
D04.1,172.3,172-173.99,Malignant neoplasm of skin
D04.2,172.3,172-173.99,Malignant neoplasm of skin
D04.3,172.3,172-173.99,Malignant neoplasm of skin
D04.4,172.3,172-173.99,Malignant neoplasm of skin
D04.5,172.3,172-173.99,Malignant neoplasm of skin
D04.6,172.3,172-173.99,Malignant neoplasm of skin
D04.7,172.3,172-173.99,Malignant neoplasm of skin
D04.8,172.3,172-173.99,Malignant neoplasm of skin
D04.9,172.3,172-173.99,Malignant neoplasm of skin
D05,174.1,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
D05.0,195,195-199.99,"Neoplasms: malignant, secondary or uncertain"
D05.0,,,
D05.0,187,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
D05.1,174.1,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
D05.7,174.1,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
D05.9,174.1,"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia
D06,180.3,"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear
D06.0,180.3,"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear
D06.1,180.3,"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear
D06.7,180.3,"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear
D06.9,180.3,"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear
D07.0,182,"174-184.99, 218-218.99",cancer of female genital organs; benign neoplasm of uterus
D07.1,184.2,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
D07.2,184.2,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
D07.3,184.2,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs
D07.4,187,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
D07.5,185,"185-187.99, 796-796.99, 600-602.99",male genital disorders/cancer/neoplasms; elevated psa
D07.6,187,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
D09,195,195-199.99,"Neoplasms: malignant, secondary or uncertain"
D09.0,189.2,188-189.99,"Malignant neoplasm of badder, kidney and other urinary organs"
D09.1,189,188-189.99,"Malignant neoplasm of badder, kidney and other urinary organs"
D09.2,190,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D09.3,195,195-199.99,"Neoplasms: malignant, secondary or uncertain"
D09.7,195,195-199.99,"Neoplasms: malignant, secondary or uncertain"
D09.9,195,195-199.99,"Neoplasms: malignant, secondary or uncertain"
D10,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D10.0,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D10.1,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D10.2,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D10.3,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D10.4,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D10.5,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D10.6,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D10.7,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D10.9,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D11,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D11.0,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D11.7,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D11.9,210,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx"
D12,208,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon
D12.0,208,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon
D12.1,208,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon
D12.2,208,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon
D12.3,208,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon
D12.4,208,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon
D12.5,208,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon
D12.6,208,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon
D12.7,208,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon
D12.8,208,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon
D12.9,208,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon
D13,211,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system
D13.0,211,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system
D13.1,211,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system
D13.2,211,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system
D13.3,211,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system
D13.3,229,229-229.99,Benign neoplasm of other and unspecified sites
D13.4,211,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system
D13.5,211,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system
D13.6,211,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system
D13.7,211,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system
D13.9,211,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system
D14,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D14.0,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D14.1,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D14.2,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D14.3,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D14.4,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D15,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D15.0,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D15.1,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D15.2,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D15.7,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D15.9,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D16,213,210-229.99,Benign Neoplasms
D16.0,213,210-229.99,Benign Neoplasms
D16.1,213,210-229.99,Benign Neoplasms
D16.2,213,210-229.99,Benign Neoplasms
D16.3,213,210-229.99,Benign Neoplasms
D16.4,213,210-229.99,Benign Neoplasms
D16.5,213,210-229.99,Benign Neoplasms
D16.6,213,210-229.99,Benign Neoplasms
D16.7,213,210-229.99,Benign Neoplasms
D16.8,213,210-229.99,Benign Neoplasms
D16.9,213,210-229.99,Benign Neoplasms
D17,214,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D17.0,214.1,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D17.1,214.1,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D17.2,214.1,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D17.3,229,229-229.99,Benign neoplasm of other and unspecified sites
D17.3,214.1,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D17.4,214,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D17.5,214,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D17.6,214,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D17.7,214,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D17.9,214,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D18,228,228-228.99,Hemangioma and lymphangioma any site
D18.0,228,228-228.99,Hemangioma and lymphangioma any site
D18.1,228,228-228.99,Hemangioma and lymphangioma any site
D19,229,229-229.99,Benign neoplasm of other and unspecified sites
D19.0,212,212-212.99,Benign neoplasm of respiratory and intrathoracic organs
D19.1,211,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system
D19.7,229,229-229.99,Benign neoplasm of other and unspecified sites
D19.9,229,229-229.99,Benign neoplasm of other and unspecified sites
D20,211,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system
D20.0,215,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D20.0,199,195-199.99,"Neoplasms: malignant, secondary or uncertain"
D20.0,229,229-229.99,Benign neoplasm of other and unspecified sites
D20.1,215,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D21,215,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D21.0,215,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D21.1,215,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D21.2,215,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D21.3,215,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D21.4,215,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D21.5,215,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D21.6,215,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D21.9,215,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue
D22,216,216-217.99,Benign neoplasm of skin
D22.0,216,216-217.99,Benign neoplasm of skin
D22.1,216,216-217.99,Benign neoplasm of skin
D22.2,216,216-217.99,Benign neoplasm of skin
D22.3,229,229-229.99,Benign neoplasm of other and unspecified sites
D22.3,216,216-217.99,Benign neoplasm of skin
D22.4,216,216-217.99,Benign neoplasm of skin
D22.5,216,216-217.99,Benign neoplasm of skin
D22.6,216,216-217.99,Benign neoplasm of skin
D22.7,216,216-217.99,Benign neoplasm of skin
D22.9,216,216-217.99,Benign neoplasm of skin
D23,216,216-217.99,Benign neoplasm of skin
D23.0,216,216-217.99,Benign neoplasm of skin
D23.1,216,216-217.99,Benign neoplasm of skin
D23.2,216,216-217.99,Benign neoplasm of skin
D23.3,216,216-217.99,Benign neoplasm of skin
D23.4,216,216-217.99,Benign neoplasm of skin
D23.5,216,216-217.99,Benign neoplasm of skin
D23.6,216,216-217.99,Benign neoplasm of skin
D23.7,216,216-217.99,Benign neoplasm of skin
D23.9,216,216-217.99,Benign neoplasm of skin
D24,610.4,610-613.99,nonmalignant breast conditions
D25,218.1,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
D25.0,218.1,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
D25.1,218.1,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
D25.2,218.1,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
D25.9,218.1,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
D26,218.2,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
D26.0,218.2,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
D26.1,218.2,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
D26.7,218.2,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
D26.9,218.2,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
D27,220,"174-184.99, 217-221.99",
D28,221,"217-223.99, 174-184.99",Cancer/benign neoplasm of female genital organs
D28.0,221,"217-223.99, 174-184.99",Cancer/benign neoplasm of female genital organs
D28.1,221,"217-223.99, 174-184.99",Cancer/benign neoplasm of female genital organs
D28.2,221,"217-223.99, 174-184.99",Cancer/benign neoplasm of female genital organs
D28.7,221,"217-223.99, 174-184.99",Cancer/benign neoplasm of female genital organs
D28.9,221,"217-223.99, 174-184.99",Cancer/benign neoplasm of female genital organs
D29,222,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
D29.0,222,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
D29.1,222,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
D29.2,222,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
D29.3,222,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
D29.4,222,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
D29.7,222,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
D29.9,222,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs
D30,223,210-229.99,Benign Neoplasms
D30.0,223,210-229.99,Benign Neoplasms
D30.1,223,210-229.99,Benign Neoplasms
D30.2,223,210-229.99,Benign Neoplasms
D30.3,223,210-229.99,Benign Neoplasms
D30.4,223,210-229.99,Benign Neoplasms
D30.9,223,210-229.99,Benign Neoplasms
D31.0,224,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D31.1,224.1,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D31.2,224,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D31.3,224.1,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D31.4,224.1,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D31.5,224,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D31.6,224,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D31.9,224,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D32,225.1,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D32.0,225.1,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D32.1,225.2,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D32.9,225.1,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D33.0,225.1,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D33.1,225.1,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D33.2,225.1,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D33.3,225.1,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D33.4,225.2,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D33.7,225,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D33.9,225,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system"
D34,226,"193-194.99, 226-227.99"," Cancer/benign tumor of thyroid gland, other endocrine glands"
